reduced_formula,spacegroup_number
HfZnNi2,225
HfZnPd2,225
HfZnPt,216
HfZnPt2,225
HfZnRh2,71
HfZnRh2,123
HfZnRh2,225
HfZnRuRh,216
HfZnSi,216
HfZr,59
HfZr,123
HfZr,187
HfZr2Al,123
HfZr2Tc3,123
HfZr2Ti,123
HfZr2Zn,123
HfZr2Zn3,123
HfZr3,139
HfZr3,194
HfZr3,221
HfZrAl4,216
HfZrAs2,160
HfZrB4,47
HfZrBe,156
HfZrCo2,71
HfZrFe2,225
HfZrFe4,216
HfZrIn2,123
HfZrMoPt,216
HfZrMoRh,216
HfZrOs2,123
HfZrOsRh,216
HfZrOsRu,216
HfZrPdRu,216
HfZrPt,216
HfZrRu2,71
HfZrRu2,123
HfZrRu2,225
HfZrSc,216
HfZrSc2,123
HfZrTc2,225
HfZrTcOs,216
HfZrZn2,225
HfZrZnMo,99
Hg2Pt,123
Hg2Sb2O7,227
Hg3Pd,221
Hg4Pt,229
Hg5Pd2,127
HgAsPd5,123
HgOsPb2,225
HgPPd5,123
HgPPt5,123
HgPRh,216
HgPd,123
HgPd2Au,225
HgPd3,139
HgPd3,221
HgPt,123
HgPt3,221
HgRuPt,216
HgSbAu,216
Ho(Al5Ru)2,63
Ho(AlC)3,194
Ho(CuGe)2,139
Ho(CuSi)2,139
Ho(GePd)2,139
Ho(GeRh)2,139
Ho(GeRu)2,139
Ho(MnSn)6,191
Ho(Ni2As)2,136
Ho(NiGe)2,139
Ho(PRu)2,139
Ho(SiAu)2,139
Ho(SiIr)2,139
Ho(SiNi)2,139
Ho(SiOs)2,139
Ho(SiPd)2,139
Ho(SiRh)2,139
Ho(SiRu)2,139
Ho(TiGa2)2,139
Ho(ZnP)3,194
Ho2(Ga3Ru)3,63
Ho2Al,62
Ho2AlCd,225
Ho2AlOs,225
Ho2AlRu,225
Ho2AlZn,225
Ho2BiO2,139
Ho2CdCu2,127
Ho2CdIn,225
Ho2CdOs,225
Ho2CoOs,225
Ho2CoRu,225
Ho2CuGe6,38
Ho2CuOs,225
Ho2CuRh,225
Ho2CuRu,225
Ho2CuTc,225
Ho2GaAg,225
Ho2GaRu,123
Ho2Ge2Ru,12
Ho2Ge5Ru3,72
Ho2Ge6Pd,38
Ho2Hf2O7,227
Ho2In,194
Ho2InAg,123
Ho2InAg,225
Ho2InCu2,127
Ho2InHg,225
Ho2InNi2,65
Ho2InNi2,127
Ho2InPd2,127
Ho2IrAu,225
Ho2IrPd,225
Ho2IrRh,225
Ho2IrRu,225
Ho2MgAl,225
Ho2MgGe2,127
Ho2MgIn,225
Ho2Ni12As7,174
Ho2NiAs2,194
Ho2NiGe6,38
Ho2NiIr,225
Ho2NiRu,225
Ho2NiSn6,65
Ho2OsAu,225
Ho2OsPd,225
Ho2OsPt,225
Ho2OsRu,225
Ho2PdRh,225
Ho2PdRu,225
Ho2Ru2O7,227
Ho2RuAu,225
Ho2RuPt,225
Ho2Sn2O7,227
Ho2Sn5Rh3,36
Ho2TlAg,225
Ho2TlCd,225
Ho2ZnCu,225
Ho2ZnGa,225
Ho2ZnHg,225
Ho2ZnIn,225
Ho2ZnIr,225
Ho2ZnOs,225
Ho2ZnPd,225
Ho2ZnPt,225
Ho3(Al3Ru)4,194
Ho3Al2,136
Ho3AlC,221
Ho3AlN,221
Ho3Cu3Sb4,220
Ho3Ga15Ru4,62
Ho3Ga8Ag3,71
Ho3GaC,221
Ho3GaO6,36
Ho3Ge13Os4,223
Ho3Ge13Rh4,223
Ho3Ge13Ru4,223
Ho3Ge3Ru2,63
Ho3In,194
Ho3In,221
Ho3InN,221
Ho3Pd2,127
Ho3Ru,62
Ho3Sb4Au3,220
Ho3Sc,194
Ho3Sn7,65
Ho4CdCo,216
Ho4CdRh,216
Ho4Ga12Fe,229
Ho4Ga12Ni,229
Ho4Ga12Pd,229
Ho4Ga16Co3,123
Ho4Ge6Ir7,229
Ho4Ge6Rh7,229
Ho4Ge8Ru,25
Ho4InRh,216
Ho4Sb3,220
Ho5Ni2Sb,140
Ho5Sb3,193
Ho5SbAu2,140
Ho6Bi2Rh,189
Ho6GaCo2,71
HoAg,221
HoAg2,139
HoAgGe,189
HoAgPb,186
HoAgSe2,19
HoAgSn,186
HoAgSn,187
HoAgSn2,123
HoAl2,227
HoAl3,221
HoAlAg2,225
HoAlAu2,225
HoAlGa,187
HoAlNi,189
HoAlPd,62
HoAsPd,62
HoB2Ru,62
HoB2Ru3,191
HoB4Ru,55
HoBPd3,221
HoBi,225
HoBiPd,216
HoBiPt,216
HoCdAu2,225
HoCdCu4,216
HoCdHg2,225
HoCdNi4,216
HoCdPd2,225
HoCo3Cu2,191
HoCoC2,38
HoCrO4,141
HoCu,221
HoCu4Ag,216
HoCu4Pd,216
HoCu5,191
HoCuAs2,129
HoCuGe,187
HoCuP2,129
HoCuPb,186
HoCuPb,194
HoCuSb2,129
HoCuSi,187
HoCuSi,194
HoCuSn,186
HoCuSn,194
HoErAg2,225
HoErAl2,225
HoErCd2,225
HoErIn2,225
HoErPd2,225
HoErRh2,225
HoErRu2,225
HoErTl2,225
HoErZn2,225
HoGa,63
HoGa2,191
HoGa2Pd,63
HoGa3,221
HoGa3Ru,221
HoGa5Co,123
HoGaAg,12
HoGaNi,62
HoGaO3,62
HoGaPt,62
HoGe,63
HoGeAu,216
HoGeIr,62
HoGeRh,62
HoGeRu,62
HoHfPt,216
HoHfRu2,225
HoHfSc,216
HoIn,221
HoIn3,221
HoIn5Co,123
HoIn5Rh,123
HoInAg2,225
HoInAu,189
HoInAu2,225
HoInCo4,216
HoInCu2,225
HoInIr,189
HoInNi,189
HoInNi4,216
HoInPd,189
HoInPd2,225
HoInPt,189
HoInPt,216
HoInPt4,216
HoInRh,189
HoLuAg2,225
HoLuAl2,225
HoLuCd2,225
HoLuIn2,225
HoLuRh2,225
HoLuTl2,225
HoMg2Sc,225
HoMgAu2,225
HoMgCd2,225
HoMgIn,189
HoMgRh2,225
HoMgSn,139
HoMgZn2,225
HoMnGa,189
HoMnGe,62
HoMnIn,187
HoNbOs2,225
HoNbPt,216
HoNbRu2,225
HoNi4Au,216
HoNiBi,216
HoNiC2,38
HoNiSb,216
HoPaOs2,225
HoPbAu,216
HoPd,62
HoPd,221
HoPd3,221
HoPd3S4,223
HoPt2,227
HoPt3,221
HoRe2,194
HoRh2Pb,225
HoRuPt,216
HoSb,225
HoSbPd,216
HoSbPd2,225
HoSbPt,216
HoSbRh2,225
HoScIn,216
HoScNb,216
HoScRu,216
HoScRu2,225
HoScTa,216
HoScZn,216
HoSi,62
HoSi,63
HoSi2Rh3,191
HoSi3Ir,107
HoSiIr,62
HoSiPt2,62
HoSiRh,62
HoSiRu,62
HoSn2,63
HoSn3,221
HoSnAu,186
HoSnAu,194
HoSnAu,216
HoSnGe,63
HoSnIr,189
HoSnPd,62
HoSnPd2,225
HoSnPt,189
HoSnRh,189
HoSnRh2,225
HoTa3,225
HoTaOs2,225
HoTaPt,216
HoTaRu2,225
HoThTc2,225
HoTiSi,129
HoTlPd,189
HoTlRh2,225
HoTmCu2,225
HoTmMg2,225
HoTmPd2,225
HoTmRh,216
HoTmTl2,225
HoTmZn2,225
HoV,221
HoVB4,55
HoZn,221
HoZn2,74
HoZn2Hg,225
HoZnGe,194
HoZnIn,194
HoZnPd2,225
HoZnPt,216
HoZnRh,62
HoZnRh2,225
HoZnSi,187
HoZnSn2,129
HoZrSb,139
HoZrZn2,225
In(SiPt)2,139
In2Au,225
In2CoS4,227
In2CoSe4,227
In2GeB,225
In2HgS4,227
In2Ir,225
In2O3,206
In2PdAu,12
In2Pt,225
In2Pt3,194
In2ReB,225
In2Rh,10
In2SbAs,160
In2SnPb,71
In3Ag,139
In3As,221
In3Co,136
In3Ga,225
In3Ge,225
In3Ir,62
In3Ir,136
In3Ni2,164
In3Pd,221
In3Pd2,164
In3Rh,136
In3Ru,118
In3Ru,136
In3S4,227
In3Sb,221
In4Ag9,215
In4Au9,215
In4Cu9,215
In5AgSe8,111
In5AgTe8,111
In5B4Ir9,189
In5Se5Br,31
In7Pt3,229
InAg3,221
InAgO2,194
InAgPb,216
InAgPd2,71
InAgPt,187
InAgPt,216
InAgPt2,225
InAgS2,122
InAgTe2,122
InAs,186
InAs,205
InAs,216
InAs,225
InAsPd5,123
InAsPt,216
InAsPt2,99
InAsPt5,123
InAu2,139
InAuO2,194
InB2As,216
InB3,8
InBPt,216
InBRh2,160
InBRh3,221
InBi,129
InBi,216
InBiO3,33
InBiO3,62
InBiO3,221
InBiPt,216
InBr,63
InCoPt,216
InCoSi2,225
InCoW,216
InCu2,194
InCu3,194
InCuO2,194
InCuPd2,225
InCuPt,216
InCuPt2,123
InCuRh2,71
InCuSe2,122
InFeAs,216
InFeCo2,225
InFeNi,187
InFeO3,194
InFePt,216
InGaAg,216
InGaNi,216
InGaO3,194
InGaP2,160
InGaPb,216
InGaPd,216
InGaPt,216
InGaRh2,123
InGaSb2,115
InGaTe2,140
InGe3,221
InGePt,216
InHO2,58
InHO2,198
InHO2,205
InHg,166
InHg3,21
InHgAu,216
InHgPt,216
InHgW2,225
InIrPt,216
InIrW,216
InMoPt,216
InN,186
InN,216
InN,225
InNi,191
InNi,221
InNi2,194
InNi2As,216
InNi3,194
InNi3,221
InNi6Sb,187
InNiGe,216
InNiPt,216
InNiSb,216
InOsPt,216
InP,186
InP,216
InP,225
InP2Pb,216
InP3,166
InPPd5,123
InPPt5,123
InPb,12
InPb,65
InPbAu,216
InPd,221
InPd2,62
InPd2Au,225
InPd3,123
InPd3,139
InPd3,221
InPdAu,187
InPdAu2,99
InPdPt,216
InPt,166
InPt3,221
InPt3C,221
InPtAu,216
InPtPb,216
InPtRh,216
InPtRh2,123
InPtW,216
InReGe,216
InRePt,216
InRh,221
InRh2,71
InRhW,216
InRu3,194
InRuPt,216
InSb,25
InSb,119
InSb,186
InSb,216
InSb,221
InSb,225
InSb3,225
InSbAu,216
InSbPt,216
InSbS3,62
InSiIr,216
InSiPt,187
InSiPt,216
InSiPt2,99
InSiPt5,123
InSiRh2,123
InSn2I5,140
InSn3,221
InSnPt,216
InTc3,139
InTcPt,216
InTe,221
InTe,225
Ir3Ru,139
Ir3W,194
IrOsRu,156
IrOsW,216
IrRu,129
IrRu,187
IrRu2,139
IrRu3,194
IrRuPt,216
IrRuW2,65
IrW,51
K(AgSb)2,139
K(AlGa)2,139
K(BH)3,225
K(CdAg)2,139
K(GaGe)2,139
K(InAu2)2,140
K(InBi)2,139
K(NaAg)2,12
K(SiPd)4,79
K(SnAu)3,59
K2Ag,191
K2AgAs,63
K2AgAu,123
K2AgBi,20
K2AgBi,63
K2AgP,63
K2AgSb,63
K2AlF5,123
K2As2Pd,63
K2BaGa,123
K2BaV,99
K2BeMo,216
K2BeOs,216
K2BeTl,216
K2BeW,216
K2BeZn,123
K2CuAs,63
K2CuP,63
K2CuSb,63
K2HfF6,225
K2Mg5Sn3,139
K2MnBe,139
K2MnCl6,225
K2MnF6,225
K2NaGaAs2,72
K2NaGaP2,72
K2NaInAs2,72
K2NaInP2,72
K2NaInSb2,64
K2NiAs2,63
K2NiF6,225
K2P2Pd,63
K2Pd,123
K2PdBr4,123
K2PdCl4,123
K2PdCl6,225
K2PtBr4,123
K2PtBr6,225
K2PtCl6,225
K2RbBi,225
K2RbSb,225
K2ReBr6,225
K2ReCl6,225
K2SeBr6,225
K2SiF6,225
K2SnBr6,225
K2SnCl6,225
K2TcCl6,225
K2TeBr6,225
K2TiCl6,225
K2YBe,139
K2ZnF4,139
K3(Mg10In7)2,221
K34(Zn4In17)5,166
K3Ag,221
K3Ag3As2,166
K3AlF6,225
K3Bi,194
K3Bi,225
K3BiSe3,198
K3BiTe3,198
K3Cu3As2,166
K3Cu3P2,166
K3In,139
K3In,221
K3Mo,139
K3Nb,194
K3Pd,164
K3Pd,221
K3Sb,225
K3SbS3,198
K3SbSe3,198
K3SbTe3,198
K3Sc,225
K3V,225
K3W,225
K3WF6,225
K3Zn,221
K3ZnH5,140
K4BeNb,216
K4Si23,223
K4Sn23,223
K4ZnAs2,166
K4ZnP2,166
K5CuAs2,194
K5CuSb2,166
K5Sb4,12
K7NbAs4,31
K7TaAs4,31
K8SnSb4,227
KAg,221
KAgC2,123
KAgF3,62
KAgO,139
KAgTe,216
KAlO2,227
KAlTe2,140
KBIr2,225
KBa2Pd,225
KBa2Re,216
KBa4Mo,216
KBa4Re,216
KBa4W,216
KBaAs,216
KBaBe,216
KBaBi,216
KBaCl,216
KBaCr,216
KBaCu,216
KBaFe,216
KBaGe,216
KBaHf,216
KBaHg,216
KBaMo,216
KBaNb,216
KBaP,216
KBaPb,216
KBaRu2,139
KBaSb,216
KBaSi,216
KBaSn,216
KBaTa,216
KBaTi,216
KBaTl,216
KBaV,216
KBaV4,216
KBe2Hg,225
KBeGa2,225
KBeGa4,216
KBeIn2,216
KBeIn4,216
KBeIr2,139
KBeMo2,216
KBeNb2,119
KBeNi2,119
KBePd2,99
KBePt,216
KBeW2,216
KBeZn2,216
KCa2Be,119
KCaAs,216
KCaBi,216
KCaP,216
KCaSb,216
KClO4,216
KCoAs,216
KCoO2,129
KCrF3,140
KCrO2,194
KCuF3,127
KCuF3,140
KCuO,139
KCuO,216
KCuS,33
KCuSe,194
KCuTe,194
KCuTe,216
KEr3F10,225
KFeP,216
KFeTc2,216
KGa3,119
KHfBe,107
KHfNi,216
KHfPt,216
KHfSc,216
KHg2B,216
KHgAu,216
KHgSb,194
KIn4,139
KIn9Ni2,191
KInPt,216
KLaPb,216
KLaSn,216
KLi2Be,119
KLiTe,216
KMgAs,216
KMgSb,216
KMnF3,221
KMnRu,216
KMnTe2,119
KMoRu2,216
KNa2Bi,225
KNa2Sb,225
KNaAu,216
KNaBi,216
KNaHf,216
KNaHg,216
KNaRu,216
KNaSb,216
KNaSe,216
KNaTe,216
KNbO3,38
KNbPt,216
KNbS2,194
KNbSe2,194
KNiF3,221
KPdF3,221
KRbAg,216
KRbAu,216
KRbAu2,225
KRbHg,216
KRuPt,216
KSbO3,227
KSc2Be,99
KSc2Co,216
KScBe2,123
KScIn,216
KScNb,216
KScRu,216
KScTa,216
KScZn,216
KSiTc2,216
KSnOs,216
KSnSb,186
KSr2Be,119
KSrAs,216
KSrBi,216
KSrP,216
KSrSb,216
KTa2Be,99
KTa2Be,216
KTaO3,221
KTaPt,216
KTb3F10,225
KTi2Be,216
KTi2Bi,225
KTiBe2,225
KTl2Bi,225
KV,221
KVF3,221
KY3F10,225
KYBe2,216
KYGe,216
KYSn,216
KZn,47
KZn,123
KZn,187
KZn13,226
KZnAs,187
KZnAs,194
KZnF3,221
KZnP,194
KZnPt,216
KZnSb,187
KZnSb,194
KZr2Nb,225
La(Al10V)2,227
La(Al2Fe)4,139
La(Al5Ru)2,63
La(AlZn)2,139
La(BRu)4,86
La(CuGe)2,139
La(CuSi)2,139
La(CuSn)2,129
La(Ge2Rh3)2,187
La(GeIr)2,129
La(GePd)2,139
La(GePt)2,129
La(GePt)2,139
La(GeRh)2,139
La(GeRu)2,139
La(NiAs)2,139
La(P3Ru)4,204
La(PRu)2,139
La(Sb3Ru)4,204
La(SbPd)2,129
La(ScSi)2,139
La(SiAg)2,139
La(SiIr)2,129
La(SiIr)2,139
La(SiOs)2,139
La(SiPd)2,139
La(SiPt)2,129
La(SiPt)2,139
La(SiRh)2,139
La(SiRu)2,139
La(TiAl10)2,227
La10Si8O3,191
La2(Ga3Ru)3,63
La2AgRu,225
La2AgSn,225
La2Al2Ge,63
La2Al2I,194
La2AlZn,71
La2AlZn,123
La2CdIn,225
La2CuIr,225
La2GaAg,225
La2GaIr,71
La2Ge5Ru3,72
La2Hf2O7,227
La2HoSc,225
La2InGa,71
La2InNi2,55
La2InNi2,127
La2InPd2,127
La2InRh2,127
La2IrRu,71
La2Pd,139
La2Pd2O5,84
La2Pd2Pb,127
La2PdPt,225
La2Ru,12
La2Sb,139
La2Sn2O7,227
La2Ti2O7,227
La2TlHg,225
La2TmMg,225
La2YSc,123
La2Zn,139
La2ZnAg,225
La2ZnGa,225
La2ZnHg,225
La2ZnIn,71
La2ZnIr,225
La2Zr2O7,227
La2ZrBe,139
La3(GaRu)2,11
La3Al,194
La3Al,221
La3AlC,221
La3AlN,221
La3Bi4Pt3,220
La3Ga,221
La3GaBr3,221
La3Ge,62
La3HfSb5,193
La3In,221
La3InB,221
La3InC,221
La3InN,221
La3MgBi5,193
La3Sb4Au3,220
La3Sc,65
La3Sc,139
La3Sc,221
La3ScBi5,193
La3Sn,221
La3Sn13Ir4,223
La3Sn13Rh4,223
La3Sn13Ru4,223
La3Sn4,63
La3Sn7,65
La3TaO7,65
La3ZrSb5,193
La4Bi3,220
La4CdRu,216
La4Ge3,220
La4MgIr,216
La4MgRu,216
La4Sb3,220
La5Al2Ru3,199
La5Sb3Br,193
La5Si3,140
La5Sn3Br,193
La5Sn3Cl,193
La5Sn3I,193
La7Pt3,186
LaAg,123
LaAg,221
LaAg2Sn,225
LaAgAu2,225
LaAgGe,186
LaAgGe,216
LaAgPb,186
LaAgSn2,99
LaAl,63
LaAl2,227
LaAl2BRu2,123
LaAl3Cu,107
LaAl3Pd2,191
LaAl4,139
LaAl4Co,51
LaAlGa,187
LaAlHg,216
LaAlO3,221
LaAlZn,12
LaAsPd,194
LaAsPd,216
LaB2Ru3,191
LaBPt2,180
LaBRu3,221
LaBeOs2,216
LaBeTl,216
LaBi,225
LaBiAu2,225
LaBiPd,216
LaBiPt,216
LaBiPt2,225
LaCd2Ag,225
LaCd2In,71
LaCd2Pd,63
LaCdAg2,225
LaCdPd,189
LaCoS,216
LaCoSe,216
LaCoSi3,107
LaCoTe,216
LaCrO3,221
LaCrS3,62
LaCrSe3,62
LaCu,62
LaCu2,65
LaCuC,216
LaCuGe,187
LaCuPb,186
LaCuPb,194
LaCuSi,187
LaCuSi,194
LaCuSn,187
LaCuSn,194
LaDyMg2,225
LaEuAg2,225
LaFeAs,216
LaFeF,216
LaFeO3,221
LaGa2,191
LaGa3Pt,119
LaGaAu2,225
LaGaPd2,62
LaGaPt,62
LaGe,62
LaGe,63
LaGe2Ir3,191
LaGe2Pd,63
LaGe2Rh,63
LaGe3Os,107
LaGe3Rh,107
LaGe3Ru,107
LaGeOs,216
LaGeRu,129
LaHfPt,216
LaHfSc,216
LaHgPd,189
LaHoRu2,225
LaIn,221
LaIn2Pb,123
LaIn3,221
LaInAg2,225
LaInAu,189
LaInCu,189
LaInCu2,225
LaInHg,216
LaInO3,62
LaInPd,189
LaInPd2,194
LaInPt,189
LaInPt,216
LaInPt4,216
LaInRh,189
LaInW,216
LaMgAg,189
LaMgAg2,225
LaMgCd2,225
LaMgGa,189
LaMgHg2,225
LaMgNb2,225
LaMgNi4,216
LaMgPd,189
LaMgScAl,216
LaMgTl,216
LaMgTl2,225
LaMgZn2,225
LaMnIn,187
LaMnO3,221
LaNbPt,216
LaNdZn2,225
LaNi,63
LaNi2Rh3,191
LaNi2Sb,225
LaNiAs,216
LaNiBi,216
LaNiGe2,63
LaNiO2,123
LaNiP,216
LaNiSb,216
LaOF,216
LaPPd,187
LaPPd,194
LaPd,63
LaPd3,221
LaPd3S4,223
LaPd5,191
LaPdPb,189
LaPt,63
LaPt2,227
LaPt3,221
LaPt5,191
LaRe2W,216
LaReB,216
LaRhS,216
LaRhSe,216
LaRuF,216
LaRuPt,216
LaSb,225
LaSb2,64
LaSbPd,194
LaSbPd,216
LaSbPt,216
LaSc,123
LaSc,166
LaSc3,221
LaScAu2,71
LaScIn,216
LaScNb,216
LaScRu,216
LaScSi,139
LaScTa,216
LaScZn,216
LaSeBr,216
LaSeCl,216
LaSi,62
LaSi,63
LaSi2,141
LaSi2Rh,63
LaSi2Rh3,191
LaSi3Ir,107
LaSi3Os,107
LaSi3Pd,107
LaSi3Rh,107
LaSi3Ru,107
LaSiAg,187
LaSiAu,216
LaSiIr,198
LaSiNi2,225
LaSiRh,198
LaSmZn2,225
LaSn,63
LaSn2,65
LaSn2Rh,63
LaSn3,221
LaSn3Ru,223
LaSnAu,216
LaSnPd,62
LaSnPd,189
LaTa2Be,216
LaTaPt,216
LaTeBr,216
LaTeRh,216
LaTiO3,221
LaTlPd,189
LaTlZn,194
LaY2Sc,123
LaYO3,33
LaYSc2,123
LaYbCu2,225
LaZn,221
LaZn2,74
LaZn3,225
LaZn4Ni,187
LaZn5,191
LaZnAg,187
LaZnAg2,225
LaZnGa,194
LaZnGa2Co,123
LaZnIn,194
LaZnIr,216
LaZnPt,216
LaZnSi,187
Li(CuP)2,139
Li(Mg2Si)2,123
Li(Mg2Si)4,221
Li(SiPd)2,139
Li(Sn3Pd)2,127
Li(VP)2,139
Li(YSi)2,127
Li21Si5,216
Li2AcAl,225
Li2AcPb,225
Li2AcTl,225
Li2Ag,10
Li2AgAs,71
Li2AgAu,225
Li2AgBi,216
Li2AgBi,225
Li2AgHg,225
Li2AgPb,216
Li2AgPb,225
Li2AgPd,225
Li2AgSb,216
Li2AgSn,225
Li2AlAg,119
Li2AlAg,216
Li2AlCd,225
Li2AlGa,216
Li2AlNi,216
Li2AlPd,216
Li2AlPt,216
Li2AlRh,216
Li2AlTl,225
Li2AsAu,216
Li2AsPd,216
Li2AsRh,216
Li2BPd3,212
Li2BeBi,119
Li2BeCd,216
Li2BeCu,99
Li2BeMo,139
Li2BeNb,139
Li2BePd,123
Li2BeTc,139
Li2BeW,139
Li2BiAu,216
Li2BiPd,216
Li2BiRh,216
Li2CaAl,225
Li2CaGa,71
Li2CaGa,225
Li2CaGe,225
Li2CaIn,225
Li2CaPb,225
Li2CaPd2,139
Li2CaSi,225
Li2CaSn,225
Li2CaTl,225
Li2CdAg,225
Li2CdAu,225
Li2CdBi,225
Li2CdGa,71
Li2CdGe,225
Li2CdHg,225
Li2CdPb,216
Li2CdPb,225
Li2CdPd,225
Li2CdPt,225
Li2CdRh,225
Li2CdSb,225
Li2CdSn,225
Li2CeAl,225
Li2CeGa,225
Li2CePb,225
Li2CeSi,225
Li2CoSb,216
Li2CuAg,71
Li2CuAs,194
Li2CuAu,71
Li2CuBi,216
Li2CuNi,216
Li2CuP,71
Li2CuP,194
Li2CuPd,71
Li2CuSb,216
Li2CuSi,216
Li2CuSn,216
Li2DyIn,225
Li2DyPb,225
Li2DyTl,225
Li2ErSn,225
Li2EuIn,225
Li2EuPb,225
Li2FeRh,216
Li2Ga,63
Li2GaAg,71
Li2GaAg,216
Li2GaAs,12
Li2GaAu,216
Li2GaBi,225
Li2GaGe,225
Li2GaHg,71
Li2GaIr,216
Li2GaPd,216
Li2GaPt,216
Li2GaRh,216
Li2GaRu,216
Li2GaSb,225
Li2GaSn,225
Li2GeAu,216
Li2GeO3,36
Li2GePd,225
Li2GePt,216
Li2H6Pt,225
Li2HfIr,216
Li2HgAu,225
Li2HgBi,225
Li2HgGe,225
Li2HoAl,225
Li2HoIn,225
Li2HoTl,225
Li2In,139
Li2InAg,216
Li2InAu,216
Li2InBi,225
Li2InGa,12
Li2InHg,225
Li2InIr,216
Li2InIr,225
Li2InNi,216
Li2InPb,12
Li2InPb,225
Li2InPd,216
Li2InPt,216
Li2InRh,216
Li2InSb,71
Li2InSn,225
Li2La2Ge3,63
Li2LaAl,225
Li2LaBi,216
Li2LuIn,225
Li2MgAg,71
Li2MgCd,225
Li2MgGa,71
Li2MgGe,216
Li2MgGe,225
Li2MgHg,216
Li2MgHg,225
Li2MgIn,225
Li2MgPb,225
Li2MgPd,225
Li2MgSi,215
Li2MgSi,216
Li2MgSn,216
Li2MgSn,225
Li2MgTl,216
Li2MgTl,225
Li2MgZn,225
Li2MnBe,139
Li2MnRh,216
Li2NdAl,225
Li2NdGa,225
Li2NdHg,225
Li2NdIn,225
Li2NdSn,225
Li2NdTl,225
Li2NiBi,216
Li2NiRh,216
Li2NiSb,216
Li2PPd,216
Li2PbAu,216
Li2Pd,191
Li2PdAu,225
Li2PdPb,225
Li2PmAl,225
Li2PmGa,225
Li2PmGe,225
Li2PmHg,225
Li2PmIn,225
Li2PmPb,225
Li2PmSi,225
Li2PmSn,225
Li2PmTl,225
Li2PrAl,225
Li2PrMg,225
Li2PrTl,225
Li2Pt,191
Li2RhPb,225
Li2SbAu,216
Li2SbPd,216
Li2SbPt,139
Li2SbPt,216
Li2SbRh,216
Li2ScIn,225
Li2ScIr,216
Li2ScPd,216
Li2ScPt,216
Li2ScTl,225
Li2Si2O5,37
Li2SiAg,216
Li2SiAu,216
Li2SiPd,225
Li2SiPt,216
Li2SiRu,216
Li2SmAl,225
Li2SmCd,225
Li2SmIn,225
Li2SmTl,225
Li2SnAu,216
Li2SnBi,139
Li2SnGe,216
Li2SnIr,216
Li2SnIr,225
Li2SnPb,139
Li2SnPb,225
Li2SnPd,216
Li2SnPt,216
Li2SnRh,216
Li2TiAs,216
Li2TlAg,216
Li2TlAg,225
Li2TlAs,225
Li2TlAu,216
Li2TlBi,225
Li2TlCu,225
Li2TlPb,225
Li2TlPd,225
Li2TlPt,225
Li2TlRh,216
Li2TlSb,225
Li2TlSn,225
Li2TlZn,225
Li2TmGa,225
Li2TmTl,225
Li2VP,216
Li2YAl,225
Li2YBe,216
Li2YBi,216
Li2YIn,71
Li2YPt,216
Li2YSn,225
Li2YTl,225
Li2YbAl,225
Li2YbGe,225
Li2YbPb,225
Li2YbSi,225
Li2YbSn,225
Li2Zn,71
Li2ZnAg,225
Li2ZnAu,225
Li2ZnCl4,227
Li2ZnGa,71
Li2ZnGe,216
Li2ZnIn,71
Li2ZnPd,71
Li2ZnPd,123
Li2ZnPt,71
Li2ZnSb,225
Li2ZnSn,225
Li2ZrPt,225
Li3Ag,225
Li3Bi,225
Li3Cu,139
Li3CuP2,164
Li3Ga,139
Li3Ga,225
Li3Ga2,166
Li3In,225
Li3In2,166
Li3Nb,139
Li3NbP2,164
Li3Pd,139
Li3Pd,221
Li3Pd,225
Li3Re,194
Li3Sb,225
Li3Zn,194
Li3Zn,225
Li4BePd,216
Li4BeW,216
Li4ScP2,166
Li5(Cu2P3)2,71
Li5AlO4,59
Li5In4,164
Li6CoCl8,225
Li6MgBr8,225
Li6VCl8,225
Li7Pd,225
LiAc2Ga,225
LiAc2Ge,225
LiAc2Ir,225
LiAc2Si,225
LiAcRh2,225
LiAcTl2,225
LiAg,141
LiAg,221
LiAg2,47
LiAg2,191
LiAg2Au,71
LiAg2Ge,225
LiAg2Pb,225
LiAg2Pd,225
LiAg2Sb,71
LiAg2Sn,225
LiAg3,139
LiAg3,221
LiAgC2,187
LiAgPd2,71
LiAgPd2,225
LiAgSb,99
LiAgSb,187
LiAgSe,216
LiAgTe,216
LiAl,194
LiAl,227
LiAl2Ag,119
LiAl2Co,225
LiAl2Fe,225
LiAl2Ir,225
LiAl2Ni,225
LiAl2Os,225
LiAl2Pd,225
LiAl2Pt,225
LiAl2Rh,225
LiAl2Ru,71
LiAl2Tc,225
LiAl2Zn,123
LiAl2Zn,139
LiAl3,221
LiAlAg2,225
LiAlAu2,139
LiAlAu2,225
LiAlCo2,225
LiAlCu2,225
LiAlCuAg,216
LiAlGaPd,216
LiAlGaPt,216
LiAlGe,216
LiAlMoRu,216
LiAlNi2,225
LiAlO2,92
LiAlOsW,216
LiAlPd,187
LiAlPd2,139
LiAlPd2,225
LiAlPdPt,216
LiAlPdRh,216
LiAlPt2,139
LiAlPt2,225
LiAlRh2,225
LiAlRu,187
LiAlSi,216
LiAlSn,216
LiAlTe2,122
LiAlVOs,216
LiAlZn2,71
LiAlZn2,225
LiAlZnPd,216
LiAs2Pd,225
LiAs2Rh,225
LiAsP2,216
LiAsPd,187
LiAsPd2,225
LiAsPt2,216
LiAsRh,216
LiAsRh2,225
LiBRu,216
LiBe2Co,216
